Report Time Period Start,Report Time Period End,Account ID,Region,Backup Job ID,Job Status,Status Message,Resource Type,Resource ARN,Backup Plan ARN,Backup Rule ID,Creation Date,Completion Date,Expected Completion Date,Recovery Point ARN,Job Run Time[CompletionDate - CreationDate],Backup Size in Bytes,Backup Vault Name,Backup Vault ARN,IAM Role ARN
2023-07-19T19:49:04.297Z,2023-07-20T19:49:04.297Z,235405876084.0,us-east-1,a458b959-783f-4963-966e-2737ad155fd8,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:41:54.648Z,2023-07-20T17:41:55.776Z,,,00:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-19T19:49:04.297Z,2023-07-20T19:49:04.297Z,235405876084.0,us-east-1,943c3d84-83aa-424c-af4d-d2aa42c6f215,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:42:01.760Z,2023-07-20T17:42:02.800Z,,,00:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-22T19:49:04.297Z,2023-07-20T19:49:04.297Z,235406000000.0,us-east-1,a458b959-783f-4963-966e-2737ad155fd8,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:41:54.648Z,2023-07-20T17:41:55.776Z,,,0:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-22T19:49:04.297Z,2023-07-20T19:49:04.297Z,235406000000.0,us-east-1,943c3d84-83aa-424c-af4d-d2aa42c6f215,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:42:01.760Z,2023-07-20T17:42:02.800Z,,,0:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-19T19:49:04.297Z,2023-07-20T19:49:04.297Z,235405876084.0,us-east-1,a458b959-783f-4963-966e-2737ad155fd8,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:41:54.648Z,2023-07-20T17:41:55.776Z,,,00:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-19T19:49:04.297Z,2023-07-20T19:49:04.297Z,235405876084.0,us-east-1,943c3d84-83aa-424c-af4d-d2aa42c6f215,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:42:01.760Z,2023-07-20T17:42:02.800Z,,,00:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-22T19:49:04.297Z,2023-07-20T19:49:04.297Z,235406000000.0,us-east-1,a458b959-783f-4963-966e-2737ad155fd8,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:41:54.648Z,2023-07-20T17:41:55.776Z,,,0:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
2023-07-22T19:49:04.297Z,2023-07-20T19:49:04.297Z,235406000000.0,us-east-1,943c3d84-83aa-424c-af4d-d2aa42c6f215,FAILED,The instance i-0d42cdfb021aa2d19 is not available or does not exist,EC2,arn:aws:ec2:us-east-1:825348057810:instance/i-0d42cdfb021aa2d19,,,2023-07-20T17:42:01.760Z,2023-07-20T17:42:02.800Z,,,0:00:01,,MyBackupVault,arn:aws:backup:us-east-1:235405876084:backup-vault:MyBackupVault,arn:aws:iam::235405876084:role/service-role/AWSBackupDefaultServiceRole
